Date/Heure,Temp max.(°C),Temp min.(°C),Temp moy.(°C),Précip. tot. (mm),Neige au sol (cm),Inondation pluviale,Crue fluviale
2023-05-26,22.2,6.0,14.0,0.0,,0,0
2023-05-27,26.8,11.7,19.2,0.0,,0,0
2023-05-28,31.2,14.8,23.0,0.0,,0,0
2023-05-29,23.0,12.4,17.8,0.0,,0,0
2023-05-30,27.9,10.4,19.2,0.0,,0,0
2023-05-31,31.2,14.8,23.0,0.4,,0,0
2023-06-01,34.3,17.6,26.0,0.0,,0,0
2023-06-02,32.0,13.2,22.6,0.1,,0,0
2023-06-03,20.6,10.3,15.4,0.0,,0,0
2023-06-04,20.2,7.2,13.8,0.0,,0,0
2023-06-05,22.7,9.9,16.3,0.0,,0,0
2023-06-06,20.8,12.6,16.8,0.2,,0,0
2023-06-07,16.4,10.7,13.6,4.2,,0,0
2023-06-08,18.6,9.9,14.2,1.4,,0,0
2023-06-09,19.3,11.2,15.2,0.0,,0,0
2023-06-10,22.7,12.6,17.6,0.0,,0,0
2023-06-11,26.4,13.8,20.2,0.0,,0,0
2023-06-12,29.5,18.9,24.2,0.2,,0,0
2023-06-13,22.4,15.4,19.0,14.6,,0,0
2023-06-14,24.4,11.9,18.2,0.0,,0,0
2023-06-15,25.5,15.8,20.6,3.7,,0,0
2023-06-16,23.6,16.0,19.8,0.0,,0,0
2023-06-17,16.8,13.4,15.2,5.0,,0,0
2023-06-18,20.2,12.5,16.4,0.0,,0,0
2023-06-19,22.0,12.8,17.4,0.0,,0,0
2023-06-20,25.6,12.1,18.9,0.0,,0,0
2023-06-21,27.2,14.4,20.8,0.1,,0,0
2023-06-22,29.2,16.4,22.8,0.2,,0,0
2023-06-23,30.8,16.8,23.8,0.1,,0,0
2023-06-24,24.8,20.2,22.6,23.0,,0,0
2023-06-25,25.8,18.9,22.4,0.0,,0,0
2023-06-26,30.4,19.0,24.6,0.0,,0,0
2023-06-27,27.0,19.7,23.4,6.0,,0,0
2023-06-28,22.9,16.9,19.9,8.1,,0,0
2023-06-29,23.8,16.8,20.3,5.2,,0,0
2023-06-30,28.0,17.2,22.6,0.0,,0,0
2023-07-01,25.2,19.6,22.5,27.3,,0,0
2023-07-02,26.7,19.9,23.4,2.8,,0,0
2023-07-03,28.4,19.7,24.0,0.0,,0,0
2023-07-04,28.5,19.9,24.2,3.7,,0,0
2023-07-05,30.8,20.3,25.6,0.1,,0,0
2023-07-06,32.6,22.2,27.4,0.0,,0,0
2023-07-07,27.8,21.1,24.5,0.6,,0,0
2023-07-08,29.0,21.0,25.0,0.0,,0,0
2023-07-09,28.0,20.0,24.0,4.3,,0,0
2023-07-10,22.2,19.6,20.9,10.8,,0,0
2023-07-11,29.4,19.2,24.4,4.6,,0,0
2023-07-12,25.7,18.0,21.8,0.0,,0,0
2023-07-13,27.6,18.4,23.0,37.4,,1,0
2023-07-14,26.0,16.8,21.4,0.0,,0,0
2023-07-15,28.2,17.7,23.0,0.2,,0,0
2023-07-16,27.7,20.7,24.2,13.0,,0,0
2023-07-17,28.7,21.2,25.0,0.0,,0,0
2023-07-18,26.7,18.7,22.8,11.0,,0,0
2023-07-19,26.1,17.5,21.8,0.0,,0,0
2023-07-20,27.6,16.5,22.0,0.2,,0,0
2023-07-21,26.0,18.1,22.0,26.7,,0,0
2023-07-22,24.8,17.6,21.2,0.0,,0,0
2023-07-23,27.7,16.9,22.3,0.0,,0,0
2023-07-24,28.4,19.6,24.0,0.2,,0,0
2023-07-25,27.1,19.3,23.2,0.0,,0,0
2023-07-26,29.2,20.4,24.8,0.5,,0,0
2023-07-27,25.4,19.3,22.3,28.2,,0,0
2023-07-28,28.0,19.6,23.8,23.8,,0,0
2023-07-29,19.6,13.2,16.4,0.3,,0,0
2023-07-30,24.8,11.0,18.0,6.9,,0,0
2023-07-31,22.6,13.2,17.9,3.4,,0,0
2023-08-01,21.5,10.8,16.1,0.0,,0,0
2023-08-02,24.2,11.2,17.6,0.0,,0,0
2023-08-03,25.0,16.8,20.8,7.9,,0,0
2023-08-04,25.8,17.4,21.6,1.6,,0,0
2023-08-05,25.2,15.4,20.3,0.0,,0,0
2023-08-06,26.4,16.0,21.2,0.0,,0,0
2023-08-07,22.0,18.6,20.4,3.4,,0,0
2023-08-08,26.2,18.1,22.2,7.0,,0,0
2023-08-09,27.6,16.8,22.2,0.0,,0,0
2023-08-10,26.7,15.8,21.3,15.7,,0,0
2023-08-11,23.6,16.1,19.8,0.0,,0,0
2023-08-12,24.8,14.6,19.8,20.2,,0,0
2023-08-13,25.4,18.4,21.8,0.0,,0,0
2023-08-14,24.4,16.2,20.2,0.0,,0,0
2023-08-15,26.4,15.8,21.1,0.2,,0,0
2023-08-16,25.0,19.2,22.1,0.2,,0,0
2023-08-17,28.4,18.2,23.4,0.2,,0,0
2023-08-18,24.2,16.0,20.1,7.4,,0,0
2023-08-19,19.6,14.4,17.0,7.4,,0,0
2023-08-20,25.7,15.8,20.8,0.0,,0,0
2023-08-21,22.2,14.6,18.4,0.0,,0,0
2023-08-22,24.2,13.0,18.6,0.0,,0,0
2023-08-23,25.6,12.2,18.8,0.2,,0,0
2023-08-24,26.2,15.6,20.8,4.4,,0,0
2023-08-25,20.4,16.2,18.3,1.0,,0,0
2023-08-26,25.2,15.0,20.1,1.0,,0,0
2023-08-27,23.6,13.9,18.7,0.1,,0,0
2023-08-28,25.1,13.2,19.2,0.0,,0,0
2023-08-29,25.8,17.2,21.6,0.3,,0,0
2023-08-30,22.9,12.6,17.8,31.2,,0,0
2023-08-31,20.8,9.9,15.4,0.0,,0,0
2023-09-01,23.4,12.6,18.0,0.0,,0,0
2023-09-02,25.0,15.5,20.3,0.0,,0,0
2023-09-03,27.8,18.8,23.4,0.0,,0,0
2023-09-04,29.6,19.5,24.6,0.0,,0,0
2023-09-05,31.0,21.8,26.4,0.0,,0,0
2023-09-06,31.6,22.1,26.8,0.0,,0,0
2023-09-07,30.1,22.0,26.1,0.0,,0,0
2023-09-08,26.7,17.7,22.2,0.3,,0,0
2023-09-09,21.9,14.4,18.2,0.0,,0,0
2023-09-10,19.4,14.7,17.0,12.1,,0,0
2023-09-11,23.6,13.8,18.6,0.0,,0,0
2023-09-12,22.2,14.4,18.4,0.1,,0,0
2023-09-13,24.0,15.0,19.4,8.8,,0,0
2023-09-14,17.0,10.8,14.0,0.0,,0,0
2023-09-15,22.0,8.4,15.2,0.0,,0,0
2023-09-16,23.8,12.2,18.0,0.0,,0,0
2023-09-17,23.4,11.9,17.6,0.0,,0,0
2023-09-18,18.8,15.2,17.0,0.2,,0,0
2023-09-19,17.0,14.2,15.6,2.4,,0,0
2023-09-20,20.0,10.9,15.4,0.0,,0,0
2023-09-21,21.1,9.0,15.1,0.0,,0,0
2023-09-22,22.6,9.8,16.2,0.2,,0,0
2023-09-23,22.0,10.3,16.2,0.1,,0,0
2023-09-24,23.6,13.4,18.5,0.0,,0,0
2023-09-25,20.6,11.6,16.2,0.0,,0,0
2023-09-26,19.1,8.7,13.9,0.1,,0,0
2023-09-27,21.2,6.8,14.0,0.0,,0,0
2023-09-28,21.4,9.1,15.2,0.0,,0,0
2023-09-29,20.0,10.8,15.4,0.0,,0,0
2023-09-30,23.6,11.0,17.4,0.2,,0,0
2023-10-01,25.0,12.6,18.8,0.0,,0,0
2023-10-02,23.2,9.5,16.4,0.7,,0,0
2023-10-03,26.8,16.9,21.8,0.0,,0,0
2023-10-04,29.5,17.1,23.3,0.0,,0,0
2023-10-05,28.6,18.0,23.3,0.0,,0,0
2023-10-06,23.4,17.2,20.3,28.2,,0,0
2023-10-07,17.4,9.4,13.4,57.3,,1,0
2023-10-08,14.7,8.0,11.4,7.0,,0,0
2023-10-09,13.0,8.1,10.6,0.6,,0,0
2023-10-10,12.1,9.3,10.8,0.4,,0,0
2023-10-11,12.3,9.0,10.6,2.0,,0,0
2023-10-12,14.0,7.8,10.9,0.0,,0,0
2023-10-13,16.7,5.3,11.0,0.0,,0,0
2023-10-14,14.9,6.0,10.4,0.3,,0,0
2023-10-15,12.7,6.5,9.6,0.0,,0,0
2023-10-16,15.0,7.8,11.4,0.0,,0,0
2023-10-17,14.3,7.9,11.1,0.4,,0,0
2023-10-18,15.0,9.2,12.1,0.0,,0,0
2023-10-19,16.8,11.0,13.9,0.2,,0,0
2023-10-20,18.9,12.0,15.5,0.0,,0,0
2023-10-21,14.4,8.6,11.5,15.0,,0,0
2023-10-22,8.8,5.9,7.4,9.0,,0,0
2023-10-23,10.1,4.8,7.6,1.1,,0,0
2023-10-24,11.4,4.6,8.0,4.8,,0,0
2023-10-25,19.4,10.5,15.0,3.0,,0,0
2023-10-26,17.8,14.6,16.2,6.4,,0,0
2023-10-27,20.0,14.4,17.2,0.2,,0,0
2023-10-28,20.5,4.4,12.4,0.2,,0,0
2023-10-29,5.8,3.4,4.6,0.5,,0,0
2023-10-30,4.9,0.4,2.6,7.9,2.0,0,0
2023-10-31,4.4,-1.6,1.5,0.8,,0,0
2023-11-01,2.4,-2.4,-0.0,0.4,,0,0
2023-11-02,8.0,-1.8,3.1,0.4,,0,0
2023-11-03,13.5,4.8,9.2,0.6,,0,0
2023-11-04,10.0,4.6,7.3,0.8,,0,0
2023-11-05,8.4,-0.1,4.2,0.6,,0,0
2023-11-06,8.1,-3.1,2.6,0.8,,0,0
2023-11-07,11.3,-0.2,5.6,8.8,,0,0
2023-11-08,4.6,-1.7,1.5,1.6,,0,0
2023-11-09,3.4,-1.6,0.9,6.2,0.0,0,0
2023-11-10,7.2,0.8,4.0,0.4,0.0,0,0
2023-11-11,2.3,-0.8,0.8,0.1,,0,0
2023-11-12,1.1,-3.7,-1.3,0.0,,0,0
2023-11-13,1.2,-5.7,-2.2,0.6,0.0,0,0
2023-11-14,3.8,-0.4,1.7,0.0,0.0,0,0
2023-11-15,9.8,1.6,5.7,0.4,,0,0
2023-11-16,11.6,1.5,6.5,0.5,,0,0
2023-11-17,14.2,3.2,8.7,6.8,,0,0
2023-11-18,3.6,0.4,2.0,0.4,0.0,0,0
2023-11-19,5.2,-3.4,0.9,0.2,,0,0
2023-11-20,0.2,-5.9,-3.0,0.8,,0,0
2023-11-21,2.6,-6.6,-2.0,10.8,,0,0
2023-11-22,6.2,1.2,3.8,11.8,,0,0
2023-11-23,5.0,1.2,3.1,0.4,,0,0
2023-11-24,1.8,-7.9,-3.1,0.5,,0,0
2023-11-25,3.4,-8.5,-2.6,0.8,,0,0
2023-11-26,4.8,-1.2,1.8,8.8,,0,0
2023-11-27,5.4,0.4,2.9,5.8,,0,0
2023-11-28,0.4,-5.4,-2.5,0.1,,0,0
2023-11-29,0.4,-8.0,-3.8,0.5,0.0,0,0
2023-11-30,6.7,-0.2,3.2,0.0,0.0,0,0
2023-12-01,8.2,2.8,5.6,5.2,,0,0
2023-12-02,3.0,-0.5,1.2,2.4,,0,0
2023-12-03,-0.0,-1.8,-0.9,14.8,0.0,0,0
2023-12-04,-1.2,-3.8,-2.5,10.4,19.0,0,0
2023-12-05,-3.8,-8.6,-6.2,0.3,21.5,0,0
2023-12-06,-6.5,-12.4,-9.4,1.2,19.5,0,0
2023-12-07,-7.2,-12.4,-9.8,0.2,18.5,0,0
2023-12-08,-3.7,-7.5,-5.6,0.0,17.5,0,0
2023-12-09,4.7,-6.4,-0.8,0.0,16.5,0,0
2023-12-10,6.4,1.6,4.0,12.8,10.0,0,0
2023-12-11,2.1,-4.9,-1.4,8.0,2.0,0,0
2023-12-12,4.0,-5.6,-0.8,0.7,1.0,0,0
2023-12-13,1.0,-6.6,-2.8,0.5,0.5,0,0
2023-12-14,2.8,-7.8,-2.6,0.4,0.5,0,0
2023-12-15,7.9,2.5,5.2,0.0,0.5,0,0
2023-12-16,4.8,-1.5,1.6,0.5,,0,0
2023-12-17,8.4,-0.8,3.8,14.7,,0,0
2023-12-18,9.3,5.2,7.2,52.1,1.0,0,0
2023-12-19,5.2,-5.7,-0.2,1.6,0.0,0,0
2023-12-20,-1.2,-5.9,-3.6,0.0,0.0,0,0
2023-12-21,-4.0,-9.0,-6.4,0.5,0.0,0,0
2023-12-22,-4.4,-10.1,-7.2,1.1,0.0,0,0
2023-12-23,-0.9,-8.4,-4.6,0.0,0.0,0,0
2023-12-24,2.0,-1.6,0.2,0.0,0.0,0,0
2023-12-25,5.2,0.9,3.0,0.6,,0,0
2023-12-26,7.2,2.9,5.0,0.5,,0,0
2023-12-27,4.2,1.0,2.6,2.8,,0,0
2023-12-28,3.4,0.8,2.1,1.5,,0,0
2023-12-29,2.4,0.9,1.7,6.1,,0,0
2023-12-30,1.4,-4.2,-1.4,1.2,,0,0
2023-12-31,-4.2,-5.4,-4.8,0.1,0.0,0,0
2024-01-01,-4.3,-7.4,-5.8,1.2,0.0,0,0
2024-01-02,1.0,-4.8,-2.0,0.0,,0,0
2024-01-03,2.2,-0.2,1.0,0.0,0.0,0,0
2024-01-04,1.7,-11.3,-4.8,1.0,0.0,0,0
2024-01-05,-1.5,-12.5,-7.0,0.2,0.0,0,0
2024-01-06,-2.8,-10.0,-6.4,2.6,0.0,0,0
2024-01-07,-5.8,-8.8,-7.4,8.0,5.0,0,0
2024-01-08,-2.3,-7.9,-5.1,0.2,10.0,0,0
2024-01-09,2.0,-7.2,-2.6,20.4,9.0,0,0
2024-01-10,6.1,-2.7,1.7,12.8,15.0,0,0
2024-01-11,-2.7,-6.5,-4.6,0.2,8.0,0,0
2024-01-12,-1.9,-8.2,-5.0,1.8,6.5,0,0
2024-01-13,2.0,-6.8,-2.4,15.3,7.0,0,0
2024-01-14,-1.4,-6.8,-4.2,1.8,13.0,0,0
2024-01-15,-4.5,-7.3,-5.9,0.1,11.5,0,0
2024-01-16,-6.0,-11.4,-8.6,3.1,11.0,0,0
2024-01-17,-8.2,-13.8,-11.0,0.7,14.0,0,0
2024-01-18,-6.3,-10.7,-8.5,0.3,13.5,0,0
2024-01-19,-9.2,-16.7,-13.0,1.1,13.5,0,0
2024-01-20,-10.5,-17.2,-13.8,1.3,13.0,0,0
2024-01-21,-9.9,-13.7,-11.8,0.2,12.5,0,0
2024-01-22,-0.4,-12.0,-6.2,0.3,12.0,0,0
2024-01-23,-0.2,-9.5,-4.8,0.1,12.0,0,0
2024-01-24,-4.3,-10.4,-7.4,4.9,12.0,0,0
2024-01-25,0.8,-4.6,-1.8,3.8,12.5,0,0
2024-01-26,0.7,-0.7,0.0,6.7,11.5,0,0
2024-01-27,2.8,-1.0,0.9,1.2,12.0,0,0
2024-01-28,2.0,-0.2,0.9,0.0,11.5,0,0
2024-01-29,0.2,-4.4,-2.2,0.0,11.0,0,0
2024-01-30,-4.4,-10.0,-7.2,0.4,11.0,0,0
2024-01-31,2.4,-7.3,-2.5,0.0,11.0,0,0
2024-02-01,2.7,0.2,1.4,1.5,10.5,0,0
2024-02-02,0.7,-4.8,-2.0,0.4,9.5,0,0
2024-02-03,-2.8,-7.8,-5.4,0.4,9.0,0,0
2024-02-04,-0.6,-10.2,-5.4,2.4,9.0,0,0
2024-02-05,1.5,-10.5,-4.5,3.0,11.0,0,0
2024-02-06,-0.1,-7.6,-3.8,1.1,9.0,0,0
2024-02-07,-0.2,-10.0,-5.1,0.8,9.0,0,0
2024-02-08,5.6,-1.8,2.0,1.0,9.0,0,0
2024-02-09,6.8,-1.2,2.8,8.0,8.5,0,0
2024-02-10,7.8,2.3,5.1,1.5,6.0,0,0
2024-02-11,3.6,1.4,2.5,0.0,1.5,0,0
2024-02-12,1.9,-3.4,-0.8,0.1,1.0,0,0
2024-02-13,2.8,-6.8,-2.0,3.0,1.0,0,0
2024-02-14,-4.3,-10.6,-7.5,0.4,2.0,0,0
2024-02-15,-3.2,-10.4,-6.8,3.2,2.0,0,0
2024-02-16,-2.2,-8.3,-5.2,2.7,6.0,0,0
2024-02-17,-7.6,-14.2,-10.9,0.4,7.0,0,0
2024-02-18,-1.5,-14.2,-7.8,3.5,4.5,0,0
2024-02-19,-6.3,-14.2,-10.2,1.0,7.5,0,0
2024-02-20,-5.6,-13.0,-9.3,1.8,6.5,0,0
2024-02-21,4.4,-12.4,-4.0,0.4,5.5,0,0
2024-02-22,3.2,0.1,1.7,0.4,3.0,0,0
2024-02-23,6.6,-9.9,-1.7,0.4,0.5,0,0
2024-02-24,-8.0,-15.6,-11.8,0.4,0.0,0,0
2024-02-25,1.2,-12.0,-5.4,0.8,0.0,0,0
2024-02-26,5.3,-1.0,2.2,2.2,0.0,0,0
2024-02-27,15.0,-1.0,7.0,0.4,0.0,0,0
2024-02-28,14.0,-12.0,1.0,8.2,0.0,0,0
2024-02-29,-8.0,-12.5,-10.2,0.2,0.0,0,0
2024-03-01,-0.0,-12.2,-6.2,0.3,0.0,0,0
2024-03-02,4.4,-5.9,-0.8,2.9,0.0,0,0
2024-03-03,9.4,0.4,4.9,1.6,0.0,0,0
2024-03-04,9.3,0.0,4.6,0.2,0.0,0,0
2024-03-05,14.1,0.1,7.2,0.8,,0,0
2024-03-06,6.6,3.6,5.2,4.7,,0,0
2024-03-07,8.4,0.5,4.4,1.2,,0,0
2024-03-08,7.0,-1.8,2.6,0.4,0.0,0,0
2024-03-09,7.6,0.2,4.0,12.8,0.0,0,0
2024-03-10,3.0,-3.2,-0.0,13.1,2.5,0,0
2024-03-11,3.4,-3.2,0.1,0.6,3.5,0,0
2024-03-12,8.8,-1.4,3.6,0.0,0.0,0,0
2024-03-13,7.0,-1.5,2.8,0.2,0.0,0,0
2024-03-14,11.6,-0.1,5.8,0.1,,0,0
2024-03-15,11.9,3.8,7.8,2.4,,0,0
2024-03-16,7.0,1.4,4.2,3.4,,0,0
2024-03-17,8.4,1.7,5.0,6.0,,0,0
2024-03-18,3.6,-1.0,1.3,2.0,0.0,0,0
2024-03-19,1.2,-4.1,-1.4,1.3,0.0,0,0
2024-03-20,4.8,-4.6,0.0,1.2,1.5,0,0
2024-03-21,-3.2,-9.1,-6.2,0.1,0.0,0,0
2024-03-22,-3.4,-11.2,-7.3,0.1,,0,0
2024-03-23,-4.0,-10.8,-7.4,4.4,2.0,0,0
2024-03-24,0.9,-11.2,-5.2,0.4,1.5,0,0
2024-03-25,7.4,-5.0,1.2,0.5,0.0,0,0
2024-03-26,11.8,-0.2,5.8,0.4,,0,0
2024-03-27,14.2,4.8,9.6,2.2,,0,0
2024-03-28,9.0,2.1,5.6,0.1,,0,0
2024-03-29,9.7,-1.0,4.4,0.6,,0,0
2024-03-30,6.6,-0.8,2.9,0.0,,0,0
2024-03-31,10.0,2.0,6.0,0.4,,0,0
2024-04-01,10.8,-0.5,5.2,0.2,,0,0
2024-04-02,11.4,-1.8,4.8,0.6,,0,0
2024-04-03,10.1,0.3,5.2,18.7,4.0,0,0
2024-04-04,1.4,-1.5,-0.1,20.2,8.0,0,0
2024-04-05,5.2,0.8,3.0,5.5,6.0,0,0
2024-04-06,8.0,1.6,4.8,0.2,0.0,0,0
2024-04-07,11.9,-1.5,5.2,0.4,0.0,0,0
2024-04-08,17.9,2.7,10.3,0.6,,0,0
2024-04-09,18.4,4.2,11.2,0.4,,0,0
2024-04-10,18.6,5.2,11.9,0.0,,0,0
2024-04-11,13.3,7.6,10.4,13.3,,0,0
2024-04-12,22.0,9.4,15.8,15.2,,0,0
2024-04-13,10.6,3.6,7.0,1.6,,0,0
2024-04-14,11.2,2.6,7.0,1.7,,0,0
2024-04-15,14.6,5.9,10.2,0.8,,0,0
2024-04-16,12.0,3.0,7.5,0.3,,0,0
2024-04-17,9.5,1.2,5.4,0.0,,0,0
2024-04-18,11.0,5.2,8.2,5.8,,0,0
2024-04-19,13.0,6.4,9.7,1.5,,0,0
2024-04-20,10.6,4.2,7.4,0.2,,0,0
2024-04-21,8.8,0.0,4.4,0.3,,0,0
2024-04-22,8.8,-2.6,3.1,0.2,,0,0
2024-04-23,19.6,1.8,10.8,1.4,,0,0
2024-04-24,9.9,-1.4,4.2,13.0,,0,0
2024-04-25,8.6,-3.6,2.6,0.5,,0,0
2024-04-26,14.0,-1.0,6.5,0.6,,0,0
2024-04-27,20.2,4.8,12.6,0.4,,0,0
2024-04-28,17.6,7.4,12.5,7.3,,0,0
2024-04-29,13.6,5.4,9.6,0.3,,0,0
2024-04-30,9.1,4.8,7.0,26.6,,0,0
2024-05-01,15.3,5.6,10.4,0.2,,0,0
2024-05-02,13.8,8.4,11.1,4.6,,0,0
2024-05-03,19.9,8.8,14.3,0.1,,0,0
2024-05-04,19.4,9.1,14.2,1.2,,0,0
2024-05-05,14.2,10.1,12.1,12.4,,0,0
2024-05-06,22.0,10.8,16.4,1.2,,0,0
2024-05-07,21.5,7.6,14.6,0.7,,0,0
2024-05-08,14.2,9.1,11.6,6.6,,0,0
2024-05-09,15.1,7.6,11.4,1.0,,0,0
2024-05-10,18.0,6.8,12.4,0.8,,0,0
2024-05-11,20.0,6.3,13.2,0.2,,0,0
2024-05-12,16.8,11.1,14.0,0.3,,0,0
2024-05-13,19.8,11.2,15.5,0.2,,0,0
2024-05-14,21.2,13.4,17.4,4.6,,0,0
2024-05-15,21.1,12.2,16.6,2.6,,0,0
2024-05-16,24.8,13.5,19.2,0.1,,0,0
2024-05-17,26.4,14.8,20.6,0.3,,0,0
2024-05-18,24.0,16.6,20.4,0.2,,0,0
2024-05-19,26.0,14.9,20.4,0.4,,0,0
2024-05-20,29.2,15.4,22.4,0.1,,0,0
2024-05-21,26.6,17.0,21.8,4.4,,0,0
2024-05-22,30.9,17.1,24.0,4.6,,0,0
2024-05-23,25.2,17.8,21.6,1.4,,0,0
2024-05-24,19.0,11.0,15.0,0.1,,0,0
2024-05-25,21.4,8.4,14.9,0.7,,0,0
2024-05-26,25.3,12.3,18.8,0.2,,0,0
2024-05-27,25.6,18.4,22.0,23.0,,0,0
2024-05-28,21.9,13.5,17.7,0.2,,0,0
2024-05-29,19.0,10.8,15.0,0.4,,0,0
2024-05-30,21.7,7.8,14.8,0.4,,0,0
2024-05-31,24.7,10.6,17.6,0.4,,0,0
2024-06-01,27.3,12.4,19.8,0.4,,0,0
2024-06-02,28.0,13.6,20.8,0.8,,0,0
2024-06-03,30.6,15.7,23.2,0.2,,0,0
2024-06-04,31.1,16.2,23.7,0.6,,0,0
2024-06-05,31.0,19.2,25.1,0.2,,0,0
2024-06-06,27.0,16.4,21.7,20.9,,0,0
2024-06-07,22.2,15.6,18.9,4.6,,0,0
2024-06-08,21.6,15.1,18.4,5.0,,0,0
2024-06-09,19.2,13.7,16.5,6.2,,0,0
2024-06-10,17.5,12.9,15.2,2.2,,0,0
2024-06-11,18.0,12.1,15.1,0.0,,0,0
2024-06-12,20.5,13.2,17.0,0.0,,0,0
2024-06-13,27.8,13.1,20.5,4.8,,0,0
2024-06-14,24.6,12.8,18.8,0.2,,0,0
2024-06-15,20.5,10.4,15.4,0.2,,0,0
2024-06-16,22.8,9.2,16.0,0.3,,0,0
2024-06-17,30.1,17.5,23.8,0.2,,0,0
2024-06-18,32.8,21.3,27.0,0.0,,0,0
2024-06-19,33.7,23.8,28.8,0.1,,0,0
2024-06-20,32.4,22.4,27.4,1.6,,0,0
2024-06-21,24.5,19.0,21.7,0.0,,0,0
2024-06-22,24.6,17.8,21.2,0.3,,0,0
2024-06-23,27.4,16.1,21.8,51.6,,0,0
2024-06-24,26.0,15.2,20.6,6.6,,0,0
2024-06-25,28.3,16.3,22.4,0.5,,0,0
2024-06-26,27.7,17.2,22.5,11.9,,0,0
2024-06-27,19.8,10.1,15.0,1.4,,0,0
2024-06-28,23.2,8.8,16.0,0.0,,0,0
2024-06-29,22.5,16.5,19.5,6.7,,0,0
2024-06-30,27.0,17.8,22.4,0.2,,0,0
2024-07-01,26.0,15.7,20.9,0.2,,0,0
2024-07-02,28.4,15.5,22.0,0.4,,0,0
2024-07-03,28.8,18.5,23.6,3.8,,0,0
2024-07-04,29.4,21.6,25.5,0.2,,0,0
2024-07-05,29.8,21.3,25.6,0.2,,0,0
2024-07-06,27.6,18.8,23.2,2.0,,0,0
2024-07-07,29.0,18.8,23.9,0.2,,0,0
2024-07-08,29.7,21.0,25.3,0.0,,0,0
2024-07-09,29.8,22.0,25.9,0.0,,0,0
2024-07-10,26.2,19.4,22.8,78.1,,1,0
2024-07-11,21.2,19.1,20.2,2.8,,0,0
2024-07-12,27.0,19.6,23.4,0.0,,0,0
2024-07-13,29.0,21.5,25.2,0.0,,0,0
2024-07-14,29.4,20.5,25.0,0.0,,0,0
2024-07-15,30.9,21.5,26.2,0.5,,0,0
2024-07-16,28.8,21.0,24.9,1.2,,0,0
2024-07-17,28.2,21.7,25.0,0.0,,0,0
2024-07-18,24.0,17.4,20.8,0.0,,0,0
2024-07-19,26.2,15.7,21.0,0.0,,0,0
2024-07-20,27.8,17.4,22.6,3.6,,0,0
2024-07-21,24.6,14.6,19.6,0.0,,0,0
2024-07-22,27.6,14.6,21.1,0.0,,0,0
2024-07-23,27.6,18.0,22.8,0.0,,0,0
2024-07-24,27.6,18.2,22.9,14.2,,0,0
2024-07-25,22.6,17.5,20.2,0.8,,0,0
2024-07-26,27.8,15.8,21.8,0.0,,0,0
2024-07-27,28.8,15.6,22.2,0.0,,0,0
2024-07-28,28.4,19.1,23.8,0.0,,0,0
2024-07-29,30.0,19.2,24.6,0.0,,0,0
2024-07-30,30.4,21.5,26.0,0.3,,0,0
2024-07-31,28.1,22.6,25.4,9.4,,0,0
2024-08-01,31.3,22.4,26.8,0.0,,0,0
2024-08-02,31.4,23.0,27.2,0.0,,0,0
2024-08-03,31.1,23.3,27.2,0.0,,0,0
2024-08-04,30.8,19.5,25.1,1.4,,0,0
2024-08-05,22.4,14.6,18.4,4.4,,0,0
2024-08-06,23.9,13.8,18.8,0.2,,0,0
2024-08-07,25.7,13.4,19.6,0.0,,0,0
2024-08-08,27.4,14.7,21.0,4.0,,0,0
2024-08-09,22.2,18.1,20.1,152.1,,1,0
2024-08-10,26.1,18.3,22.2,0.3,,0,0
2024-08-11,24.5,16.5,20.4,1.0,,0,0
2024-08-12,23.0,14.7,18.8,0.0,,0,0
2024-08-13,28.0,16.0,22.0,0.0,,0,0
2024-08-14,29.9,17.8,23.8,0.0,,0,0
2024-08-15,27.8,19.2,23.5,0.0,,0,0
2024-08-16,28.8,20.0,24.4,0.0,,0,0
2024-08-17,27.3,21.2,24.3,1.8,,0,0
2024-08-18,26.5,20.6,23.6,0.7,,0,0
2024-08-19,23.0,11.6,17.4,21.6,,0,0
2024-08-20,19.3,12.0,15.6,1.9,,0,0
2024-08-21,15.4,13.0,14.2,22.2,,0,0
2024-08-22,20.0,13.8,16.9,0.7,,0,0
2024-08-23,25.3,13.9,19.6,0.0,,0,0
2024-08-24,25.8,16.7,21.2,0.0,,0,0
2024-08-25,25.8,17.5,21.6,1.8,,0,0
2024-08-26,27.4,16.2,21.8,0.0,,0,0
2024-08-27,28.1,19.1,23.6,6.8,,0,0
2024-08-28,22.2,13.8,18.0,0.1,,0,0
2024-08-29,22.3,11.2,16.8,0.0,,0,0
2024-08-30,25.5,12.6,19.1,0.0,,0,0
2024-08-31,21.9,18.6,20.2,9.4,,0,0
2024-09-01,26.8,12.0,19.4,6.9,,0,0
2024-09-02,17.3,10.7,14.0,0.1,,0,0
2024-09-03,22.4,9.2,15.8,0.0,,0,0
2024-09-04,24.4,14.3,19.4,0.0,,0,0
2024-09-05,26.4,14.8,20.6,0.0,,0,0
2024-09-06,25.0,16.2,20.6,0.0,,0,0
2024-09-07,22.2,9.5,15.8,17.3,,0,0
2024-09-08,13.5,7.2,10.4,0.0,,0,0
2024-09-09,21.2,10.2,15.7,0.0,,0,0
2024-09-10,20.5,7.4,14.0,0.0,,0,0
2024-09-11,23.6,12.0,17.8,0.0,,0,0
2024-09-12,24.8,15.8,20.3,0.0,,0,0
