Date/Heure,Temp max.(°C),Temp min.(°C),Temp moy.(°C),Précip. tot. (mm),Neige au sol (cm),Inondation pluviale,Crue fluviale
2024-09-13,26.8,14.0,20.4,0.0,,0,0
2024-09-14,27.6,15.8,21.8,0.0,,0,0
2024-09-15,27.9,15.6,21.8,0.0,,0,0
2024-09-16,28.2,17.0,22.6,0.0,,0,0
2024-09-17,28.5,17.6,23.1,0.0,,0,0
2024-09-18,27.8,15.9,21.8,0.0,,0,0
2024-09-19,27.4,16.4,21.9,0.0,,0,0
2024-09-20,25.7,14.9,20.3,0.0,,0,0
2024-09-21,23.4,15.4,19.4,0.0,,0,0
2024-09-22,23.1,13.0,18.1,0.1,,0,0
2024-09-23,17.0,13.8,15.4,9.2,,0,0
2024-09-24,21.3,14.6,18.0,0.2,,0,0
2024-09-25,16.1,13.0,14.6,10.8,,0,0
2024-09-26,22.1,14.4,18.2,7.3,,0,0
2024-09-27,20.6,12.6,16.6,0.0,,0,0
2024-09-28,21.5,11.2,16.4,0.0,,0,0
2024-09-29,21.2,12.2,16.8,0.1,,0,0
2024-09-30,22.2,13.0,17.6,0.1,,0,0
2024-10-01,23.2,11.0,17.1,0.0,,0,0
2024-10-02,19.8,11.2,15.6,3.0,,0,0
2024-10-03,20.1,9.4,14.8,0.2,,0,0
2024-10-04,22.5,11.6,17.1,0.2,,0,0
2024-10-05,19.2,9.0,14.0,0.5,,0,0
2024-10-06,19.2,7.0,13.2,1.9,,0,0
2024-10-07,17.5,6.4,12.0,1.9,,0,0
2024-10-08,14.2,4.4,9.4,1.0,,0,0
2024-10-09,12.9,6.2,9.6,1.2,,0,0
2024-10-10,12.1,7.2,9.6,0.5,,0,0
2024-10-11,16.0,8.5,12.2,1.5,,0,0
2024-10-12,15.6,4.4,10.0,1.6,,0,0
2024-10-13,10.7,4.6,7.6,1.3,,0,0
2024-10-14,7.6,4.4,6.0,3.9,,0,0
2024-10-15,10.2,3.2,6.6,2.1,,0,0
2024-10-16,10.5,2.8,6.6,1.5,,0,0
2024-10-17,13.3,0.3,6.8,1.8,,0,0
2024-10-18,16.6,3.4,10.0,2.0,,0,0
2024-10-19,18.3,6.0,12.2,1.6,,0,0
2024-10-20,20.2,7.6,14.0,1.8,,0,0
2024-10-21,23.0,11.0,17.0,1.1,,0,0
2024-10-22,22.0,10.4,16.2,1.6,,0,0
2024-10-23,23.6,10.1,16.9,2.2,,0,0
2024-10-24,12.4,2.9,7.6,0.0,,0,0
2024-10-25,10.5,0.8,5.7,0.8,,0,0
2024-10-26,11.9,2.0,7.0,0.1,,0,0
2024-10-27,8.1,-2.8,2.7,0.0,,0,0
2024-10-28,6.7,-4.6,1.0,0.0,,0,0
2024-10-29,12.2,1.6,7.0,6.3,,0,0
2024-10-30,22.6,10.1,16.4,0.0,,0,0
2024-10-31,24.4,18.6,21.5,0.0,,0,0
2024-11-01,19.1,4.1,11.6,1.7,,0,0
2024-11-02,4.7,-1.5,1.6,0.0,,0,0
2024-11-03,5.5,-4.4,0.6,0.0,,0,0
2024-11-04,8.2,2.2,5.2,5.8,,0,0
2024-11-05,18.4,7.6,13.0,0.1,,0,0
2024-11-06,21.8,10.8,16.4,0.0,,0,0
2024-11-07,11.1,6.5,8.9,0.5,,0,0
2024-11-08,12.0,4.0,8.0,0.8,,0,0
2024-11-09,8.2,1.0,4.6,0.0,,0,0
2024-11-10,9.6,0.7,5.2,0.1,,0,0
2024-11-11,13.2,5.8,9.6,18.4,,0,0
2024-11-12,6.6,-1.5,2.5,0.0,,0,0
2024-11-13,3.3,-3.0,0.2,0.0,,0,0
2024-11-14,4.2,-3.4,0.4,0.0,,0,0
2024-11-15,9.5,-2.4,3.6,0.0,,0,0
2024-11-16,14.2,0.8,7.6,0.0,,0,0
2024-11-17,8.1,-2.4,2.8,0.0,,0,0
2024-11-18,10.6,1.4,6.0,1.1,,0,0
2024-11-19,10.6,1.1,5.9,0.0,,0,0
2024-11-20,8.0,2.8,5.4,0.0,,0,0
2024-11-21,8.0,5.1,6.6,2.2,,0,0
2024-11-22,7.7,3.6,5.7,4.4,,0,0
2024-11-23,7.2,4.0,5.6,0.0,,0,0
2024-11-24,5.2,-0.2,2.5,0.0,,0,0
2024-11-25,4.2,-2.0,1.2,0.0,,0,0
2024-11-26,4.9,-1.4,1.8,6.0,,0,0
2024-11-27,5.7,2.0,3.9,0.0,,0,0
2024-11-28,3.3,0.5,1.9,4.3,,0,0
2024-11-29,3.5,-2.5,0.5,0.0,,0,0
2024-11-30,2.2,-1.1,0.6,0.1,0.0,0,0
2024-12-01,0.3,-3.9,-1.8,0.0,0.0,0,0
2024-12-02,-0.6,-5.6,-3.1,0.2,0.0,0,0
2024-12-03,-0.0,-5.8,-3.0,0.2,0.0,0,0
2024-12-04,-0.2,-6.4,-3.4,2.1,0.0,0,0
2024-12-05,1.3,-4.2,-1.4,2.0,1.5,0,0
2024-12-06,-4.2,-8.4,-6.2,0.1,1.5,0,0
2024-12-07,-2.4,-8.1,-5.3,3.3,1.5,0,0
2024-12-08,3.0,-3.5,-0.2,6.2,10.5,0,0
2024-12-09,-3.2,-7.2,-5.2,3.8,9.0,0,0
2024-12-10,3.4,-3.2,0.0,9.2,9.0,0,0
2024-12-11,5.8,0.9,3.4,27.7,4.5,0,0
2024-12-12,1.8,-7.6,-2.9,0.1,0.0,0,0
2024-12-13,-4.0,-8.0,-6.0,0.0,0.5,0,0
2024-12-14,-6.0,-11.4,-8.7,0.0,0.5,0,0
2024-12-15,-5.9,-12.8,-9.4,0.0,0.5,0,0
2024-12-16,5.4,-6.8,-0.7,0.2,0.5,0,0
2024-12-17,8.1,2.4,5.3,6.2,0.0,0,0
2024-12-18,3.6,0.4,2.0,4.3,1.0,0,0
2024-12-19,0.8,-9.4,-4.2,0.2,0.0,0,0
2024-12-20,-6.8,-10.8,-8.8,0.5,0.0,0,0
2024-12-21,-8.2,-16.0,-12.1,0.1,0.0,0,0
2024-12-22,-11.4,-16.8,-14.0,0.1,0.0,0,0
2024-12-23,-7.0,-16.0,-11.6,6.0,0.0,0,0
2024-12-24,-6.4,-11.2,-8.8,5.2,9.0,0,0
2024-12-25,-6.2,-16.0,-11.1,0.0,9.0,0,0
2024-12-26,-7.4,-17.8,-12.6,0.1,8.5,0,0
2024-12-27,-6.3,-15.2,-10.8,0.0,8.5,0,0
2024-12-28,-2.4,-8.9,-5.6,0.2,8.5,0,0
2024-12-29,7.8,-3.2,2.3,4.8,6.5,0,0
2024-12-30,11.3,3.1,7.2,5.6,0.0,0,0
2024-12-31,6.2,1.4,3.8,0.0,,0,0
2025-01-01,1.8,0.4,1.1,6.4,0.0,0,0
2025-01-02,0.8,-3.8,-1.5,0.0,0.0,0,0
2025-01-03,-3.7,-9.8,-6.8,0.3,0.0,0,0
2025-01-04,-9.3,-12.6,-11.0,0.8,0.0,0,0
2025-01-05,-9.6,-14.2,-11.9,0.3,1.0,0,0
2025-01-06,-9.5,-15.6,-12.6,0.2,1.0,0,0
2025-01-07,-6.4,-11.9,-9.1,2.8,1.0,0,0
2025-01-08,-11.1,-14.2,-12.8,2.6,1.0,0,0
2025-01-09,-6.2,-11.9,-9.0,0.4,2.5,0,0
2025-01-10,-6.0,-11.2,-8.6,0.0,2.5,0,0
2025-01-11,-5.0,-7.9,-6.4,2.3,3.0,0,0
2025-01-12,-3.8,-12.4,-8.0,0.2,4.0,0,0
2025-01-13,-1.1,-5.2,-3.2,4.0,5.0,0,0
2025-01-14,-2.2,-7.8,-5.0,0.2,9.0,0,0
2025-01-15,-5.6,-12.8,-9.2,0.1,8.0,0,0
2025-01-16,-3.9,-10.8,-7.4,0.3,7.5,0,0
2025-01-17,-0.5,-8.7,-4.6,0.2,8.0,0,0
2025-01-18,2.6,-1.0,0.8,3.2,7.0,0,0
2025-01-19,-1.0,-11.1,-6.1,0.1,3.5,0,0
2025-01-20,-10.9,-17.0,-14.0,0.1,3.5,0,0
2025-01-21,-10.6,-16.2,-13.4,0.0,3.5,0,0
2025-01-22,-9.6,-17.2,-13.4,0.0,3.5,0,0
2025-01-23,-5.2,-10.4,-7.8,2.4,3.0,0,0
2025-01-24,-8.4,-17.6,-13.0,0.1,5.0,0,0
2025-01-25,-3.6,-20.3,-11.9,0.2,4.5,0,0
2025-01-26,-0.1,-7.3,-3.8,0.7,6.5,0,0
2025-01-27,1.8,-5.6,-1.9,1.2,5.5,0,0
2025-01-28,-1.2,-15.5,-8.4,0.8,5.5,0,0
2025-01-29,-8.2,-14.6,-11.4,5.4,7.5,0,0
2025-01-30,-9.6,-19.5,-14.5,0.8,12.0,0,0
2025-01-31,-3.2,-11.6,-7.4,0.1,11.0,0,0
2025-02-01,-8.6,-20.0,-14.4,0.0,13.0,0,0
2025-02-02,-11.6,-22.2,-16.9,0.8,10.0,0,0
2025-02-03,-0.3,-12.1,-6.2,6.0,11.5,0,0
2025-02-04,-4.0,-14.5,-9.2,0.0,15.0,0,0
2025-02-05,-12.8,-18.8,-15.8,0.2,12.5,0,0
2025-02-06,0.8,-18.2,-8.7,7.2,12.0,0,0
2025-02-07,0.4,-9.5,-4.6,1.5,16.5,0,0
2025-02-08,-5.4,-11.2,-8.2,0.1,15.0,0,0
2025-02-09,-3.8,-9.8,-6.8,2.2,16.5,0,0
2025-02-10,-6.1,-11.4,-8.8,0.0,16.5,0,0
2025-02-11,-3.6,-12.8,-8.2,0.1,16.0,0,0
2025-02-12,-10.8,-17.4,-14.0,0.0,14.5,0,0
2025-02-13,-3.0,-12.0,-7.6,28.0,20.0,0,0
2025-02-14,-6.9,-15.2,-11.0,0.0,29.0,0,0
2025-02-15,-7.9,-14.4,-11.2,1.0,28.5,0,0
2025-02-16,-9.1,-10.6,-9.9,26.5,28.5,0,0
2025-02-17,-9.6,-14.3,-12.0,1.6,37.0,0,0
2025-02-18,-12.7,-15.3,-14.0,0.0,28.5,0,0
2025-02-19,-10.1,-17.5,-13.8,0.0,28.0,0,0
2025-02-20,-6.8,-18.2,-12.5,0.4,28.0,0,0
2025-02-21,-7.6,-12.1,-9.9,0.0,27.5,0,0
2025-02-22,-2.0,-14.8,-8.4,0.1,27.5,0,0
2025-02-23,-0.7,-6.2,-3.5,0.3,23.5,0,0
2025-02-24,6.6,-5.1,0.8,0.2,22.5,0,0
2025-02-25,6.1,1.7,3.9,3.0,17.0,0,0
2025-02-26,2.6,-5.6,-1.5,0.0,13.5,0,0
2025-02-27,1.6,-4.8,-1.5,5.4,12.0,0,0
2025-02-28,1.8,-10.0,-4.2,3.7,14.5,0,0
2025-03-01,-0.7,-13.8,-7.2,2.3,17.0,0,0
2025-03-02,-12.9,-20.2,-16.5,0.1,16.5,0,0
2025-03-03,-5.1,-21.7,-13.4,0.0,15.0,0,0
2025-03-04,4.1,-5.6,-0.7,4.9,15.0,0,0
2025-03-05,8.6,0.8,4.8,6.5,16.0,0,0
2025-03-06,6.9,-7.1,-0.2,1.2,7.0,0,0
2025-03-07,0.7,-8.0,-3.6,0.0,3.5,0,0
2025-03-08,-1.6,-7.2,-4.4,0.0,2.5,0,0
2025-03-09,2.6,-6.5,-2.0,2.0,3.0,0,0
2025-03-10,3.6,-4.7,-0.6,0.8,4.5,0,0
2025-03-11,13.4,-3.8,4.8,0.0,3.0,0,0
2025-03-12,-1.5,-7.8,-4.6,0.0,0.5,0,0
2025-03-13,7.6,-8.1,-0.2,0.0,0.5,0,0
2025-03-14,11.6,-6.0,2.8,0.0,0.5,0,0
2025-03-15,16.8,-0.3,8.3,0.0,1.0,0,0
2025-03-16,16.4,7.4,11.9,5.9,0.5,0,0
2025-03-17,9.4,-3.2,3.1,0.1,1.0,0,0
2025-03-18,7.0,-5.6,0.7,0.0,1.0,0,0
2025-03-19,19.0,-0.7,9.2,0.0,1.0,0,0
2025-03-20,19.5,6.1,12.8,0.4,1.0,0,0
2025-03-21,6.8,-1.6,2.7,0.1,0.5,0,0
2025-03-22,11.8,-7.4,2.2,2.5,0.5,0,0
2025-03-23,-1.2,-9.9,-5.6,0.1,0.0,0,0
2025-03-24,3.7,-4.7,-0.5,5.4,0.0,0,0
2025-03-25,4.2,0.8,2.5,0.8,0.0,0,0
2025-03-26,4.5,-0.4,2.1,0.1,0.0,0,0
2025-03-27,7.5,-2.2,2.6,0.8,0.0,0,0
2025-03-28,3.5,-4.4,-0.5,0.9,0.0,0,0
2025-03-29,1.6,-5.3,-1.9,2.0,2.0,0,0
2025-03-30,2.0,-1.9,0.0,19.6,0.0,0,0
2025-03-31,13.8,0.4,7.1,7.2,0.0,0,0
2025-04-01,2.6,-5.7,-1.6,0.1,,0,0
2025-04-02,1.6,-7.1,-2.8,1.4,0.0,0,0
2025-04-03,19.0,0.6,9.8,23.3,,0,0
2025-04-04,10.7,3.3,7.0,0.0,,0,0
2025-04-05,7.4,1.8,4.6,11.2,,0,0
2025-04-06,8.2,0.1,4.1,1.6,,0,0
2025-04-07,7.8,-1.0,3.4,0.0,,0,0
2025-04-08,4.2,-5.7,-0.8,6.8,0.0,0,0
2025-04-09,1.8,-6.9,-2.6,0.0,3.0,0,0
2025-04-10,7.4,-3.0,2.2,0.3,,0,0
2025-04-11,7.7,2.8,5.2,1.6,,0,0
2025-04-12,10.5,2.0,6.2,0.1,,0,0
2025-04-13,15.1,4.4,9.8,0.0,,0,0
2025-04-14,16.4,1.0,8.7,0.3,,0,0
2025-04-15,15.0,4.1,9.6,3.0,,0,0
2025-04-16,4.4,0.2,2.3,1.4,,0,0
2025-04-17,9.6,0.1,4.9,0.0,,0,0
2025-04-18,14.9,-0.5,7.2,0.0,,0,0
2025-04-19,20.4,7.0,13.7,4.1,,0,0
2025-04-20,10.6,2.4,6.6,0.1,,0,0
2025-04-21,13.4,-0.1,6.7,7.1,,0,0
2025-04-22,11.2,7.0,9.2,0.0,,0,0
2025-04-23,15.0,3.5,9.2,0.1,,0,0
2025-04-24,18.5,2.2,10.4,0.0,,0,0
2025-04-25,16.6,6.5,11.6,0.2,,0,0
2025-04-26,10.6,5.6,8.1,9.5,,0,0
2025-04-27,18.4,2.2,10.3,9.8,,0,0
2025-04-28,20.9,5.7,13.4,0.0,,0,0
2025-04-29,24.3,10.3,17.3,3.6,,0,0
2025-04-30,11.3,1.6,6.5,0.0,,0,0
2025-05-01,16.7,2.6,9.6,1.0,,0,0
2025-05-02,22.0,9.9,16.0,3.4,,0,0
2025-05-03,15.6,9.0,12.3,0.0,,0,0
2025-05-04,20.6,8.6,14.6,0.0,,0,0
2025-05-05,23.9,9.1,16.6,0.1,,0,0
2025-05-06,23.4,13.4,18.4,9.7,,0,0
2025-05-07,20.2,9.8,15.0,0.1,,0,0
2025-05-08,10.6,6.2,8.4,0.2,,0,0
2025-05-09,8.5,5.5,7.0,9.2,,0,0
2025-05-10,18.8,7.1,13.0,10.1,,0,0
2025-05-11,17.3,3.4,10.4,0.0,,0,0
2025-05-12,21.2,10.2,15.8,0.0,,0,0
2025-05-13,26.6,10.2,18.4,0.0,,0,0
2025-05-14,27.6,12.4,20.0,0.0,,0,0
2025-05-15,26.2,17.4,21.8,0.0,,0,0
2025-05-16,29.2,16.0,22.6,10.2,,0,0
2025-05-17,20.9,12.9,16.9,12.5,,0,0
2025-05-18,15.0,7.6,11.3,13.8,,0,0
2025-05-19,11.2,6.8,9.0,0.0,,0,0
2025-05-20,12.0,6.6,9.4,0.1,,0,0
2025-05-21,16.8,9.0,12.9,0.2,,0,0
2025-05-22,11.6,8.4,10.0,4.0,,0,0
2025-05-23,10.5,7.2,8.9,8.1,,0,0
2025-05-24,11.6,6.6,9.2,9.0,,0,0
2025-05-25,18.2,7.2,12.7,2.0,,0,0
2025-05-26,22.2,8.2,15.2,6.2,,0,0
2025-05-27,25.8,11.0,18.5,0.0,,0,0
2025-05-28,27.6,11.5,19.5,0.0,,0,0
2025-05-29,19.4,15.6,17.4,0.2,,0,0
2025-05-30,21.8,14.6,18.2,0.0,,0,0
2025-05-31,16.7,9.5,13.2,6.1,,0,0
2025-06-01,13.1,7.5,10.4,1.0,,0,0
2025-06-02,20.0,8.5,14.3,0.0,,0,0
2025-06-03,25.3,9.6,17.4,0.0,,0,0
2025-06-04,30.8,14.9,22.9,0.0,,0,0
2025-06-05,26.7,16.1,21.4,0.0,,0,0
2025-06-06,25.0,14.6,19.8,0.0,,0,0
2025-06-07,25.9,13.9,19.9,0.0,,0,0
2025-06-08,25.3,11.4,18.4,0.0,,0,0
2025-06-09,21.3,15.4,18.4,1.2,,0,0
2025-06-10,25.1,16.0,20.6,9.0,,0,0
2025-06-11,24.3,15.2,19.7,0.2,,0,0
2025-06-12,21.0,10.5,15.8,0.0,,0,0
2025-06-13,18.8,9.2,14.0,0.0,,0,0
2025-06-14,22.0,9.4,15.8,0.0,,0,0
2025-06-15,24.6,8.6,16.6,0.0,,0,0
2025-06-16,27.4,12.0,19.7,0.1,,0,0
2025-06-17,27.4,19.8,23.6,0.0,,0,0
2025-06-18,29.3,19.6,24.5,0.0,,0,0
2025-06-19,29.4,19.4,24.4,2.9,,0,0
2025-06-20,23.9,13.8,18.8,4.4,,0,0
2025-06-21,26.7,12.8,19.8,0.3,,0,0
2025-06-22,30.2,20.4,25.3,4.8,,0,0
2025-06-23,34.8,21.8,28.3,0.0,,0,0
2025-06-24,35.4,23.5,29.5,0.0,,0,0
2025-06-25,29.2,19.4,24.3,0.0,,0,0
2025-06-26,21.5,15.2,18.3,0.0,,0,0
2025-06-27,25.3,14.6,20.0,5.4,,0,0
2025-06-28,26.9,15.4,21.2,8.6,,0,0
2025-06-29,24.3,18.2,21.2,0.0,,0,0
2025-06-30,30.2,17.2,23.7,0.0,,0,0
2025-07-01,28.7,20.5,24.6,4.6,,0,0
2025-07-02,28.6,19.6,24.2,0.8,,0,0
2025-07-03,24.2,15.3,19.8,0.7,,0,0
2025-07-04,25.2,13.2,19.3,0.0,,0,0
2025-07-05,26.8,15.4,21.1,0.0,,0,0
2025-07-06,33.9,22.2,28.1,3.2,,0,0
2025-07-07,22.7,16.0,19.4,14.4,,0,0
2025-07-08,26.4,16.2,21.3,0.1,,0,0
2025-07-09,28.1,18.8,23.4,0.0,,0,0
2025-07-10,29.2,20.4,24.8,0.0,,0,0
2025-07-11,31.2,19.5,25.4,0.0,,0,0
2025-07-12,32.6,21.0,26.8,0.0,,0,0
2025-07-13,31.1,22.2,26.7,82.2,,1,0
2025-07-14,29.4,22.6,26.0,0.0,,0,0
2025-07-15,30.8,20.4,25.6,0.0,,0,0
2025-07-16,33.2,22.5,27.9,1.6,,0,0
2025-07-17,31.0,17.1,24.0,26.4,,0,0
2025-07-18,25.0,14.6,19.8,0.0,,0,0
2025-07-19,25.9,17.6,21.8,0.2,,0,0
2025-07-20,26.0,18.3,22.1,0.4,,0,0
2025-07-21,22.1,12.9,17.5,0.0,,0,0
2025-07-22,23.2,11.2,17.2,0.0,,0,0
2025-07-23,26.8,14.4,20.6,0.0,,0,0
2025-07-24,32.4,18.8,25.6,0.0,,0,0
2025-07-25,28.9,17.5,23.2,0.4,,0,0
2025-07-26,29.0,15.6,22.4,0.0,,0,0
2025-07-27,29.0,20.0,24.4,0.0,,0,0
2025-07-28,31.4,19.1,25.3,0.0,,0,0
2025-07-29,29.9,21.5,25.8,0.0,,0,0
2025-07-30,28.5,19.5,24.0,0.6,,0,0
2025-07-31,22.0,16.7,19.4,0.0,,0,0
2025-08-01,23.8,13.3,18.6,0.0,,0,0
2025-08-02,27.2,13.1,20.2,0.0,,0,0
2025-08-03,27.0,17.8,22.4,0.0,,0,0
2025-08-04,23.8,17.4,20.6,0.0,,0,0
2025-08-05,25.1,14.2,19.7,0.0,,0,0
2025-08-06,28.8,14.8,21.8,0.0,,0,0
2025-08-07,30.1,15.6,22.8,0.0,,0,0
2025-08-08,30.6,18.6,24.6,0.0,,0,0
2025-08-09,32.1,19.5,25.8,0.0,,0,0
2025-08-10,33.8,23.4,28.6,0.0,,0,0
2025-08-11,34.8,22.5,28.6,0.0,,0,0
2025-08-12,34.6,21.3,28.0,0.0,,0,0
2025-08-13,28.4,21.8,25.0,19.2,,0,0
2025-08-14,27.8,16.2,22.0,0.0,,0,0
2025-08-15,27.3,14.2,20.8,0.0,,0,0
2025-08-16,30.4,15.5,23.0,0.0,,0,0
2025-08-17,23.9,12.5,18.2,10.2,,0,0
2025-08-18,20.7,9.4,15.0,0.0,,0,0
2025-08-19,22.6,12.6,17.6,0.0,,0,0
2025-08-20,24.6,14.4,19.5,0.0,,0,0
2025-08-21,26.3,13.8,20.0,0.0,,0,0
2025-08-22,28.3,13.6,21.0,0.0,,0,0
2025-08-23,29.3,20.0,24.7,2.7,,0,0
2025-08-24,26.8,19.2,23.0,8.0,,0,0
2025-08-25,25.8,17.1,21.5,0.0,,0,0
2025-08-26,20.7,14.2,17.4,0.0,,0,0
2025-08-27,21.4,11.7,16.6,0.0,,0,0
2025-08-28,24.2,14.4,19.3,8.1,,0,0
2025-08-29,21.0,12.9,17.0,13.8,,0,0
2025-08-30,18.0,11.9,15.0,6.4,,0,0
2025-08-31,24.4,10.6,17.4,0.1,,0,0
2025-09-01,26.4,12.2,19.3,0.0,,0,0
2025-09-02,26.2,15.4,20.8,0.0,,0,0
2025-09-03,26.4,14.8,20.6,0.0,,0,0
2025-09-04,28.6,14.6,21.6,17.6,,0,0
2025-09-05,25.0,10.7,17.8,0.1,,0,0
2025-09-06,17.4,12.8,15.0,2.6,,0,0
2025-09-07,19.8,12.5,16.2,0.0,,0,0
2025-09-08,19.6,9.4,14.5,0.0,,0,0
2025-09-09,21.0,8.0,14.6,0.0,,0,0
2025-09-10,23.4,10.1,16.8,0.0,,0,0
2025-09-11,23.8,11.2,17.6,0.0,,0,0
2025-09-12,20.5,9.0,14.8,0.0,,0,0
2025-09-13,22.4,13.0,17.7,0.0,,0,0
2025-09-14,23.9,14.4,19.1,0.0,,0,0
2025-09-15,23.0,11.6,17.3,0.0,,0,0
2025-09-16,25.0,10.6,17.8,0.1,,0,0
2025-09-17,24.8,12.5,18.6,0.0,,0,0
2025-09-18,27.0,14.0,20.5,0.0,,0,0
2025-09-19,20.5,8.2,14.3,0.0,,0,0
2025-09-20,17.4,4.5,11.0,0.0,,0,0
2025-09-21,23.2,5.1,14.2,0.0,,0,0
2025-09-22,21.5,13.7,17.6,0.9,,0,0
2025-09-23,21.5,15.4,18.4,4.6,,0,0
2025-09-24,22.4,13.8,18.0,0.0,,0,0
2025-09-25,18.2,15.8,17.0,4.4,,0,0
2025-09-26,21.4,10.8,16.1,0.8,,0,0
2025-09-27,21.2,9.1,15.2,0.1,,0,0
2025-09-28,24.8,14.3,19.6,0.0,,0,0
2025-09-29,24.8,12.7,18.8,0.0,,0,0
2025-09-30,19.7,9.6,14.6,0.0,,0,0
2025-10-01,16.6,5.8,11.2,0.0,,0,0
2025-10-02,18.5,3.9,11.2,0.0,,0,0
2025-10-03,22.5,8.1,15.4,0.0,,0,0
2025-10-04,26.0,14.8,20.4,0.2,,0,0
2025-10-05,29.8,14.6,22.2,0.0,,0,0
2025-10-06,29.0,13.5,21.2,0.0,,0,0
2025-10-07,22.8,13.4,18.0,18.4,,0,0
2025-10-08,16.2,4.8,10.5,0.4,,0,0
2025-10-09,12.0,1.8,7.0,0.0,,0,0
2025-10-10,15.0,1.9,8.5,0.0,,0,0
2025-10-11,18.8,5.9,12.4,0.0,,0,0
2025-10-12,20.2,7.0,13.6,0.0,,0,0
2025-10-13,15.9,7.3,11.6,1.6,,0,0
2025-10-14,17.0,9.9,13.4,0.7,,0,0
2025-10-15,13.5,4.8,9.2,0.0,,0,0
2025-10-16,14.2,2.4,8.3,0.0,,0,0
2025-10-17,13.2,1.0,7.0,0.0,,0,0
2025-10-18,15.2,4.8,10.0,0.0,,0,0
2025-10-19,22.2,7.2,14.8,0.0,,0,0
2025-10-20,19.8,11.7,15.8,37.8,,0,0
2025-10-21,14.0,8.6,11.3,0.3,,0,0
2025-10-22,12.8,7.8,10.3,3.5,,0,0
2025-10-23,13.0,5.2,9.1,1.3,,0,0
2025-10-24,10.8,5.4,8.1,0.0,,0,0
2025-10-25,10.9,5.4,8.1,0.0,,0,0
2025-10-26,9.6,2.5,6.1,0.0,,0,0
2025-10-27,11.6,2.4,7.0,0.0,,0,0
2025-10-28,12.0,3.0,7.6,0.0,,0,0
2025-10-29,12.0,2.2,7.1,0.0,,0,0
2025-10-30,8.4,2.2,5.3,23.8,,0,0
2025-10-31,9.4,4.6,7.0,40.3,,0,0
2025-11-01,7.2,2.8,5.0,0.0,,0,0
2025-11-02,7.3,1.9,4.6,0.0,,0,0
2025-11-03,13.0,4.0,8.5,7.2,,0,0
2025-11-04,11.6,4.4,8.0,0.0,,0,0
2025-11-05,7.1,2.4,4.8,11.7,,0,0
2025-11-06,6.3,-2.4,2.0,0.0,,0,0
2025-11-07,10.0,-2.4,3.8,2.6,,0,0
2025-11-08,10.6,-2.3,4.2,1.2,,0,0
2025-11-09,0.7,-1.8,-0.6,8.4,0.0,0,0
2025-11-10,0.8,-2.2,-0.7,9.8,1.0,0,0
2025-11-11,0.4,-2.6,-1.1,0.8,10.5,0,0
2025-11-12,2.2,-3.0,-0.4,5.2,9.5,0,0
2025-11-13,3.0,0.8,1.8,2.4,4.5,0,0
2025-11-14,2.6,-1.4,0.6,0.4,1.5,0,0
2025-11-15,1.5,-3.5,-1.0,9.0,1.5,0,0
2025-11-16,2.9,-1.6,0.6,4.4,3.5,0,0
2025-11-17,0.6,-2.0,-0.6,2.0,5.0,0,0
2025-11-18,1.0,-3.2,-1.2,0.0,4.5,0,0
2025-11-19,-0.6,-4.9,-2.8,0.0,1.5,0,0
2025-11-20,-1.4,-5.5,-3.4,0.0,1.5,0,0
2025-11-21,3.0,-2.8,0.2,2.6,1.5,0,0
2025-11-22,4.4,-3.5,0.4,0.1,0.5,0,0
2025-11-23,1.0,-4.2,-1.6,1.4,0.0,0,0
2025-11-24,3.4,-0.8,1.4,0.0,0.0,0,0
2025-11-25,8.2,0.4,4.4,0.8,0.0,0,0
2025-11-26,5.4,2.2,3.8,9.6,0.0,0,0
2025-11-27,4.9,1.4,3.2,0.0,,0,0
2025-11-28,1.4,-2.2,-0.4,0.4,0.0,0,0
2025-11-29,0.6,-5.6,-2.6,0.0,0.0,0,0
2025-11-30,3.6,-3.8,-0.1,2.4,0.0,0,0
2025-12-01,1.8,-9.1,-3.6,0.2,0.0,0,0
2025-12-02,-5.4,-10.7,-8.0,0.8,0.0,0,0
2025-12-03,1.2,-12.2,-5.6,0.4,0.0,0,0
2025-12-04,1.0,-15.8,-7.4,0.6,1.0,0,0
2025-12-05,-5.9,-17.1,-11.5,0.0,1.0,0,0
2025-12-06,0.9,-8.3,-3.7,2.7,0.0,0,0
2025-12-07,-7.9,-16.8,-12.4,1.3,4.0,0,0
2025-12-08,-11.6,-18.0,-14.8,0.1,5.5,0,0
2025-12-09,-6.0,-19.9,-13.0,1.5,4.5,0,0
2025-12-10,-3.6,-7.9,-5.8,8.3,7.5,0,0
2025-12-11,-4.5,-10.4,-7.4,1.8,16.0,0,0
2025-12-12,-5.4,-11.5,-8.5,0.0,5.5,0,0
2025-12-13,-1.3,-13.8,-7.5,3.7,5.0,0,0
2025-12-14,-6.6,-13.8,-10.2,0.0,10.0,0,0
2025-12-15,-4.7,-15.4,-10.1,0.1,9.5,0,0
2025-12-16,-1.0,-5.4,-3.2,0.0,9.0,0,0
2025-12-17,3.6,-2.8,0.4,0.4,7.0,0,0
2025-12-18,5.8,-6.6,-0.4,0.6,3.0,0,0
2025-12-19,12.6,-4.6,4.0,11.9,0.0,0,0
2025-12-20,1.5,-8.8,-3.6,0.1,0.0,0,0
2025-12-21,3.5,-10.7,-3.6,0.4,1.0,0,0
